title,location,price,price_per_sqm,url,listing_id,bedrooms,bathrooms,floor_area,floor,name,latitude,longitude,address,facilities,Internet,Car park,Balcony,Electricity,Panoramic view,Terrace,Water,Cistern,Air conditioning,Security,Built-in kitchen,Equipped kitchen,Utility room,Video cable,Access for the disabled,Alarm,Built-in wardrobe,Elevator,Swimming pool,Gym,Garden,Children's area,Concierge,Library,Tennis court,Sauna,Roof garden,Patio,Heating,Fireplace,Cellar,Grill,Guardhouse,Hot Tub,Natural gas,Office
,"Quezon City, Metro Manila","₱ 9,750,000","(₱ 60,945 / m2)",https://www.dotproperty.com.ph/ads/6-bedroom-apartment-for-sale-in-fairview-metro-manila_693988642a71-4980-6d65-5320-2703f0db,ec9a6927-9764-43c3-9105-82f753110603,6,4,159.98 m2,3,"6 Bedroom Apartment for sale in Fairview, Metro Manila",14.6997211,121.0588893,"West Fairview Subdivision, Dahlia Avenue, Novaliches, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Internet', 'Security', 'Car park', 'Balcony', 'Electricity', 'Water', 'Built-in wardrobe']",1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 34,000,000","(₱ 97,143 / m2)",https://www.dotproperty.com.ph/5-bedroom-apartment-for-sale-in-bagong-silangan-metro-manila_7975467,fd4c3315-b67a-4e15-9bd2-628f422c1d99,5,5,350 m2,3,"5 Bedroom Apartment for sale in Bagong Silangan, Metro Manila",14.6948107,121.1037268,"Filinvest 2 Subdivision, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Garden', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 18,500,000","(₱ 66,071 / m2)",https://www.dotproperty.com.ph/4-bedroom-apartment-for-sale-in-quezon-city-metro-manila_7919580,d5ada80a-be86-491d-bc29-0d52a6bf3082,4,4,280 m2,3,"4 Bedroom Apartment for sale in Teachers Village East, Metro Manila",14.6465858,121.0585594,"Maginhawa, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Garden', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 14,500,000","(₱ 90,292 / m2)",https://www.dotproperty.com.ph/4-bedroom-apartment-for-sale-in-socorro-metro-manila-near-lrt-2-araneta-center-cubao_7922356,b2119b47-7bba-49d7-bdef-ad6eecb29a54,4,4,160.59 m2,3,"4 Bedroom Apartment for sale in Socorro, Metro Manila near LRT-2 Araneta Center-Cubao",14.6177663,121.0571541,"Cubao, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 24,500,000","(₱ 72,917 / m2)",https://www.dotproperty.com.ph/6-bedroom-apartment-for-sale-in-commonwealth-metro-manila_7922350,90af50f4-5fe1-432a-9bfa-c0115cfff751,6,5,336 m2,3,"6 Bedroom Apartment for sale in Commonwealth, Metro Manila",14.6951576,121.0864464,"Commonwealth Market, Abenida Commonwealth, Commonwealth, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Garden', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 12,500,000","(₱ 73,529 / m2)",https://www.dotproperty.com.ph/3-bedroom-apartment-for-sale-in-commonwealth-metro-manila_7922347,87002164-9e12-435a-8e51-49fb62914791,3,3,170 m2,170,"3 Bedroom Apartment for sale in Commonwealth, Metro Manila",14.6951576,121.0864464,"Commonwealth Market, Abenida Commonwealth, Commonwealth, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Garden', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 9,500,000","(₱ 54,286 / m2)",https://www.dotproperty.com.ph/3-bedroom-apartment-for-sale-in-tandang-sora-metro-manila_7923081,677e7f51-821c-42db-902c-0dad1ad501da,3,5,175 m2,3,"3 Bedroom Apartment for sale in Tandang Sora, Metro Manila",14.6819218,121.0421102,"Tandang Sora, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Garden', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 18,500,000","(₱ 68,519 / m2)",https://www.dotproperty.com.ph/4-bedroom-apartment-for-sale-in-culiat-metro-manila_7923075,59a3a31b-3902-46e9-ba99-13b8ea021897,4,4,270 m2,3,"4 Bedroom Apartment for sale in Culiat, Metro Manila",14.6720966,121.0503703,"Tandang Sora Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Garden', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 8,000,000","(₱ 50,000 / m2)",https://www.dotproperty.com.ph/3-bedroom-apartment-for-sale-in-tandang-sora-metro-manila_7922315,4bff3d18-00e6-4754-aeb3-0d28d4bfa31f,3,3,160 m2,3,"3 Bedroom Apartment for sale in Tandang Sora, Metro Manila",14.6819218,121.0421102,"Tandang Sora, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Garden', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 14,000,000","(₱ 75,472 / m2)",https://www.dotproperty.com.ph/3-bedroom-apartment-for-sale-in-central-metro-manila_7950681,3baa98a6-b5c7-4eae-b19b-730622470db8,3,3,185.5 m2,185.50,"3 Bedroom Apartment for sale in Central, Metro Manila",14.6461984,121.0528028,"Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Garden', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 18,500,000","(₱ 66,071 / m2)",https://www.dotproperty.com.ph/4-bedroom-apartment-for-sale-in-teachers-village-east-metro-manila_7923086,68ef02f7-74a6-4c8b-9f26-4ef372dbd35f,4,4,280 m2,3,"4 Bedroom Apartment for sale in Teachers Village East, Metro Manila",14.6436998,121.0600253,"Teachers Village East, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Garden', 'Balcony', 'Terrace', 'Built-in wardrobe']",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 16,495,000","(₱ 72,346 / m2)",https://www.dotproperty.com.ph/3-bedroom-apartment-for-sale-in-tandang-sora-metro-manila_7952151,b9cc023e-83ce-4bc9-b9a3-21765f0e6eb7,3,4,228 m2,4,"3 Bedroom Apartment for sale in Tandang Sora, Metro Manila",14.6819218,121.0421102,"Tandang Sora, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Garden', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 19,800,000","(₱ 77,407 / m2)",https://www.dotproperty.com.ph/4-bedroom-apartment-for-sale-in-commonwealth-metro-manila_7922370,f198e369-e7f2-4fbb-aec6-31475c231611,4,4,255.79 m2,3,"4 Bedroom Apartment for sale in Commonwealth, Metro Manila",14.6951576,121.0864464,"Commonwealth Market, Abenida Commonwealth, Commonwealth, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Garden', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 30,500,000","(₱ 127,083 / m2)",https://www.dotproperty.com.ph/5-bedroom-apartment-for-sale-in-commonwealth-metro-manila_7922322,4f2a49a0-2df1-465a-95e1-b1860a0ebeef,5,5,240 m2,2,"5 Bedroom Apartment for sale in Commonwealth, Metro Manila",14.6951576,121.0864464,"Commonwealth Market, Abenida Commonwealth, Commonwealth, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Garden', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 22,500,000","(₱ 62,327 / m2)",https://www.dotproperty.com.ph/4-bedroom-apartment-for-sale-in-batasan-hills-metro-manila_7940388,a4f6f886-0a63-4b49-b84e-db7027107e1a,4,4,361 m2,3,"4 Bedroom Apartment for sale in Batasan Hills, Metro Manila",14.681641,121.0965637,"Batasan Hills, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Garden', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 24,500,000","(₱ 87,500 / m2)",https://www.dotproperty.com.ph/5-bedroom-apartment-for-sale-in-central-metro-manila_7952100,47172d3d-ef09-4bb5-86d5-1f6f74a8c28b,5,4,280 m2,3,"5 Bedroom Apartment for sale in Central, Metro Manila",14.6461984,121.0528028,"Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Garden', 'Balcony', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 22,000,000","(₱ 81,481 / m2)",https://www.dotproperty.com.ph/4-bedroom-apartment-for-sale-in-central-metro-manila_7923068,39889240-87ad-4c0e-96f7-e21d8214d567,4,5,270 m2,3,"4 Bedroom Apartment for sale in Central, Metro Manila",14.6461984,121.0528028,"Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Garden', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 28,000,000","(₱ 73,684 / m2)",https://www.dotproperty.com.ph/4-bedroom-apartment-for-sale-in-teachers-village-east-metro-manila_7939265,1b924686-c65f-4308-a133-088c0afcfd0c,4,4,380 m2,4,"4 Bedroom Apartment for sale in Teachers Village East, Metro Manila",14.6436998,121.0600253,"Teachers Village East, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 8,500,000","(₱ 74,561 / m2)",https://www.dotproperty.com.ph/3-bedroom-apartment-for-sale-in-e-rodriguez-metro-manila-near-lrt-2-araneta-center-cubao_7923063,0f825aa2-f55a-4eee-9b6c-a00fbc856947,3,3,114 m2,4,"3 Bedroom Apartment for sale in Socorro, Metro Manila near LRT-2 Araneta Center-Cubao",14.6226856,121.052612,"Cubao Station, Aurora Boulevard, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Garden', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 8,558,880","(₱ 111,881 / m2)",https://www.dotproperty.com.ph/2-bedroom-apartment-for-sale-in-pasong-tamo-metro-manila_9488649,Yhen31,2,1,76.5 m2,,"2 Bedroom Apartment for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,1.0
,"Quezon City, Metro Manila","₱ 41,500,000","(₱ 122,781 / m2)",https://www.dotproperty.com.ph/7-bedroom-apartment-for-sale-in-bagong-silangan-metro-manila_7814207,e912fb30-3d58-47ae-bfeb-3a582c68aa5f,7,7,338 m2,500,"7 Bedroom Apartment for sale in Bagong Silangan, Metro Manila",14.6948107,121.1037268,"Filinvest 2 Subdivision, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Security', 'Car park', 'Balcony', 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Terrace', 'Water', 'Alarm', 'Built-in wardrobe', 'Built-in kitchen']",0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1.0,,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 6,636,080","(₱ 136,826 / m2)",https://www.dotproperty.com.ph/2-bedroom-apartment-for-sale-in-pasong-tamo-metro-manila_9488656,Yhen30,2,1,48.5 m2,,"2 Bedroom Apartment for sale in Pasong Tamo, Metro Manila",14.6760413,121.0437003,"Quezon City, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Alarm', 'Built-in wardrobe', 'Access for the disabled', 'Guardhouse', 'Built-in kitchen', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,1.0,,,1.0
,"Quezon City, Metro Manila","₱ 14,192,261","(₱ 83,361 / m2)",https://www.dotproperty.com.ph/4-bedroom-apartment-for-sale-in-fairview-metro-manila_7975443,dba6e3ef-f10d-4199-a6d9-e2bfc38bd4be,4,4,170.25 m2,2,"4 Bedroom Apartment for sale in Fairview, Metro Manila",14.7064306,121.0668276,"Commonwealth Avenue, Novaliches, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Balcony', 'Electricity', 'Terrace', 'Water', 'Built-in wardrobe', 'Grill', 'Built-in kitchen']",0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,1.0,,,,
,"Quezon City, Metro Manila","₱ 41,500,000","(₱ 83,000 / m2)",https://www.dotproperty.com.ph/5-bedroom-apartment-for-sale-in-batasan-hills-metro-manila_7940398,c1178b2e-0c38-45dc-9e83-b3419f8d9ab9,5,5,500 m2,2,"5 Bedroom Apartment for sale in Batasan Hills, Metro Manila",14.681641,121.0965637,"Batasan Hills, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Garden', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 14,300,000","(₱ 66,002 / m2)",https://www.dotproperty.com.ph/3-bedroom-apartment-for-sale-in-bahay-toro-metro-manila_7923814,d0c09420-976a-477d-95b6-31bcde2f3235,3,4,216.66 m2,3,"3 Bedroom Apartment for sale in Bahay Toro, Metro Manila",14.6658987,121.0314875,"Congressional Avenue, Project 8, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Garden', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 11,500,000","(₱ 62,162 / m2)",https://www.dotproperty.com.ph/4-bedroom-apartment-for-sale-in-commonwealth-metro-manila_7940381,9f9a7fca-9681-41d9-951b-070e4ddf5b9b,4,4,185 m2,3,"4 Bedroom Apartment for sale in Commonwealth, Metro Manila",14.6951576,121.0864464,"Commonwealth Market, Abenida Commonwealth, Commonwealth, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 16,495,000","(₱ 72,191 / m2)",https://www.dotproperty.com.ph/3-bedroom-apartment-for-sale-in-tandang-sora-metro-manila_7940372,94b0e7f4-ced9-4ca5-b460-b334451d7500,3,4,228.49 m2,4,"3 Bedroom Apartment for sale in Tandang Sora, Metro Manila",14.6819218,121.0421102,"Tandang Sora, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Garden', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 36,950,000","(₱ 284,231 / m2)",https://www.dotproperty.com.ph/ads/2-bedroom-apartment-for-sale-in-kaunlaran-metro-manila-near-lrt-2-betty-go-belmonte_e41726c00d58-ba0e-b332-e17d-e4958089,6725,2,2,130 m2,2,"2 Bedroom Apartment for sale in Kaunlaran, Metro Manila near LRT-2 Betty Go-Belmonte",14.6153897,121.0399083,"One Balete, Balete Drive, New Manila, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Security', 'Electricity', 'Concierge', 'Water', 'Alarm']",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,,,,1.0,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 16,000,000","(₱ 86,022 / m2)",https://www.dotproperty.com.ph/4-bedroom-apartment-for-sale-in-milagrosa-metro-manila_7891417,b04da63c-5688-4792-ad51-1c5c1df61549,4,4,186 m2,3,"4 Bedroom Apartment for sale in Milagrosa, Metro Manila",14.6207765,121.070773,"Project 4, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Car park', 'Electricity', 'Built-in wardrobe', 'Built-in kitchen', 'Utility room']",0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 8,000,000","(₱ 79,208 / m2)",https://www.dotproperty.com.ph/3-bedroom-apartment-for-sale-in-bahay-toro-metro-manila_7939303,9868e364-736b-44e0-bba7-7008a8656a51,3,3,101 m2,3,"3 Bedroom Apartment for sale in Bahay Toro, Metro Manila",14.6695753,121.0245181,"Project 8, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Garden', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 30,500,000","(₱ 127,083 / m2)",https://www.dotproperty.com.ph/5-bedroom-apartment-for-sale-in-tandang-sora-metro-manila_7940314,0bfb65a8-dcdf-4db8-9aac-67bafa3c6bed,5,5,240 m2,2,"5 Bedroom Apartment for sale in Tandang Sora, Metro Manila",14.6819218,121.0421102,"Tandang Sora, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Garden', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 8,161,510","(₱ 153,991 / m2)",https://www.dotproperty.com.ph/1-bedroom-apartment-for-sale-in-suntrust-capitol-plaza-quezon-city-metro-manila_7604213,c5e95827-70eb-429d-86ba-79165396d4ae,1,1,53 m2,21,Suntrust Capitol Plaza,14.645049,121.050628,"Suntrust Capitol Plaza, Diliman, Quezon City, Metr","['Swimming pool', 'Gym', 'Security', 'Elevator', 'Video cable']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.0,1.0,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 7,368,154","(₱ 188,927 / m2)",https://www.dotproperty.com.ph/2-bedroom-apartment-for-sale-in-suntrust-asmara-quezon-city-metro-manila_8088406,8a90ddde-7715-49a2-902d-2d70b2b7f867,2,1,39 m2,14,Suntrust Asmara,14.621134,121.022808,"Suntrust Asmara, New Manila, Quezon City, Metro Ma","['Swimming pool', 'Gym', 'Security', 'Car park', 'Balcony', ""Children's area"", 'Elevator', 'Video cable']",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.0,1.0,,1.0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 5,007,661","(₱ 143,076 / m2)",https://www.dotproperty.com.ph/1-bedroom-apartment-for-sale-in-suntrust-asmara-quezon-city-metro-manila_7665670,88596b9a-e90e-4260-aa90-3b0e4c9c56fa,1,1,35 m2,16,Suntrust Asmara,14.621134,121.022808,"Suntrust Asmara, New Manila, Quezon City, Metro Ma","['Swimming pool', 'Gym', 'Security', 'Car park', 'Balcony', ""Children's area"", 'Elevator', 'Video cable']",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.0,1.0,,1.0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 8,154,432","(₱ 145,615 / m2)",https://www.dotproperty.com.ph/3-bedroom-apartment-for-sale-in-suntrust-asmara-quezon-city-metro-manila_7665666,6d333607-230b-447b-81cb-dbbe43402ca0,3,2,56 m2,12,Suntrust Asmara,14.621134,121.022808,"Suntrust Asmara, New Manila, Quezon City, Metro Ma","['Swimming pool', 'Gym', 'Security', 'Car park', 'Balcony', ""Children's area"", 'Elevator', 'Video cable']",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.0,1.0,,1.0,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 9,876,651","(₱ 147,413 / m2)",https://www.dotproperty.com.ph/2-bedroom-apartment-for-sale-in-suntrust-capitol-plaza-quezon-city-metro-manila_5092445,cbd95361-bda2-474d-a1eb-83379ceff4b5,2,1,67 m2,20,Suntrust Capitol Plaza,14.645049,121.050628,"Suntrust Capitol Plaza, Diliman, Quezon City, Metr","['Swimming pool', 'Air conditioning', 'Gym', 'Security', 'Garden', 'Elevator', 'Alarm']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1.0,1.0,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 6,855,311","(₱ 152,340 / m2)",https://www.dotproperty.com.ph/1-bedroom-apartment-for-sale-in-suntrust-capitol-plaza-quezon-city-metro-manila_5065155,4a1ba01c-e71a-4590-8cc3-7142207e65ce,1,1,45 m2,16,Suntrust Capitol Plaza,14.645049,121.050628,"Suntrust Capitol Plaza, Diliman, Quezon City, Metr","['Swimming pool', 'Gym', 'Security', 'Garden', 'Elevator', 'Alarm']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1.0,1.0,1.0,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 7,680,431","(₱ 144,914 / m2)",https://www.dotproperty.com.ph/3-bedroom-apartment-for-sale-in-suntrust-asmara-quezon-city-metro-manila_7787310,f9d2e1ec-a67c-406d-a778-e969ce8ae756,3,2,53 m2,12,Suntrust Asmara,14.621134,121.022808,"Suntrust Asmara, New Manila, Quezon City, Metro Ma","['Swimming pool', 'Gym', 'Security', 'Balcony', 'Elevator']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1.0,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 6,854,411","(₱ 152,320 / m2)",https://www.dotproperty.com.ph/1-bedroom-apartment-for-sale-in-suntrust-capitol-plaza-quezon-city-metro-manila_7604223,f79b6716-ba62-4a50-b314-083d551b6c5e,1,1,45 m2,20,Suntrust Capitol Plaza,14.645049,121.050628,"Suntrust Capitol Plaza, Diliman, Quezon City, Metr","['Swimming pool', 'Gym', 'Security', 'Elevator', 'Video cable']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.0,1.0,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 8,669,531","(₱ 142,123 / m2)",https://www.dotproperty.com.ph/2-bedroom-apartment-for-sale-in-suntrust-capitol-plaza-quezon-city-metro-manila_7604221,e116fa79-70cd-433b-b16f-95d724796ce1,2,1,61 m2,12,Suntrust Capitol Plaza,14.645049,121.050628,"Suntrust Capitol Plaza, Diliman, Quezon City, Metr","['Swimming pool', 'Gym', 'Security', 'Elevator', 'Video cable']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.0,1.0,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 12,590,544","(₱ 153,543 / m2)",https://www.dotproperty.com.ph/2-bedroom-apartment-for-sale-in-suntrust-capitol-plaza-quezon-city-metro-manila_5103166,d6d9b8c0-59cc-46fa-9fd4-a986b8940d4e,2,2,82 m2,20,Suntrust Capitol Plaza,14.645049,121.050628,"Suntrust Capitol Plaza, Diliman, Quezon City, Metr","['Swimming pool', 'Gym', 'Security', 'Elevator', 'Alarm']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1.0,1.0,,,,,,,,,,,,,,,,
,"Quezon City, Metro Manila","₱ 9,500,000","(₱ 52,778 / m2)",https://www.dotproperty.com.ph/5-bedroom-apartment-for-sale-in-tandang-sora-metro-manila_7940405,dd1c1838-57fd-4673-89c1-78a47874b463,5,4,180 m2,3,"5 Bedroom Apartment for sale in Tandang Sora, Metro Manila",14.6819218,121.0421102,"Tandang Sora, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Garden', 'Balcony', 'Terrace', 'Built-in wardrobe', 'Built-in kitchen']",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,,,1.0,,,,,,,,,,,,,,,
